行番号	投稿時間	投稿者	メッセージ	スパチャ
212	00:52:33	なんたら	はい	
213	00:52:34	竹輪	愚の直行	
214	00:52:35	motiyomogi	愚の直行	
215	00:52:35	mori mori	はい	
216	00:52:40	タケノコ男	愚の直行	
217	00:52:41	カーマイン	愚のちょっこう	
218	00:52:45	JUNY	そういえばそういうネタあったか	
219	00:53:29	ほるもん	へー	
220	00:54:00	カーマイン	なるほどね	
221	00:55:17	なんたら	if的な	
222	00:56:06	竹輪	綺麗に終わらせたもんね	
223	00:56:43	カーマイン	草	
224	00:57:45	竹輪	なるほど…	
225	00:59:20	竹輪	草	
226	00:59:21	らうらう	草	
227	00:59:21	motiyomogi	あっ	
228	00:59:25	タケノコ男	草	
229	00:59:29	なんたら	なるほど…	
230	00:59:34	JUNY	森林再生活動成功	
231	00:59:34	カーマイン	やめやめろ！	
232	01:00:20	竹輪	草	
233	01:00:24	mori mori	草	
234	01:00:24	なんたら	草	
235	01:00:27	タケノコ男	草	
236	01:00:27	カーマイン	草	
237	01:00:29	Ami Saika	草	
238	01:00:29	ジャック・オー	草	
239	01:00:31	JUNY	草	
240	01:00:33	motiyomogi	草	
241	01:01:57	らうらう	草	
242	01:01:58	Ash戦場の歌姫	聞きたい！	
243	01:02:01	mori mori	おやす	
244	01:02:15	なんたら	そんなに	
245	01:02:28	竹輪	行列すごそう	
246	01:02:41	なんたら	予言みたい	
247	01:02:44	motiyomogi	預言者姉ちゃん	
248	01:02:45	mori mori	こわい	
249	01:03:02	ミワタリ	すごい	
250	01:03:03	カーマイン	こわい	
251	01:03:33	らうらう	ちゅうあく。。、	
252	01:03:35	竹輪	中悪…	
253	01:03:37	タケノコ男	中悪	
254	01:03:49	ミワタリ	中悪	
255	01:04:19	なんたら	20％の損	
256	01:04:35	竹輪	タメになる	
257	01:04:42	motiyomogi	おつかれさま	
258	01:04:46	らうらう	おつかれにたまご	
259	01:04:46	JUNY	おつかれー	
260	01:04:51	竹輪	おつたま〜	
261	01:04:52	カーマイン	お疲れ煮玉子〜	
262	01:04:52	タケノコ男	お疲れ様でした	
263	01:04:57	T.のかね	おつかれさま	
