行番号	投稿時間	投稿者	メッセージ	スパチャ
370	00:36:42	あかひな	降りると反応してるね	
371	00:37:05	ユーザ	今緑が見えたような	
372	00:37:27	なんたら	移動してるのか	
373	00:37:32	天然ステルス	柱の下？	
374	00:37:32	弐号。あくじき	ヒント聞かず探すのも楽しいよね	
375	00:37:33	白雪	見えてるよー！	
376	00:37:36	ユーザ	動いてら	
377	00:37:40	やるてつ	動いてる	
378	00:37:44	T.のかね	動いとる…	
379	00:37:45	ゆおた	動いてるね	
380	00:37:50	弐号。あくじき	動いてるなこれｗ	
381	00:38:05	あかひな	あった！	
382	00:38:32	ホワイトラン衛兵	やったね！	
383	00:38:36	八木谷	やったね	
384	00:38:36	なんたら	やったね！	
385	00:38:38	弐号。あくじき	やったぜ	
386	00:38:41	白雪	やったね	
387	00:38:41	いぶきんぐ	やったぜ	
388	00:38:41	カーマイン	やったね	
389	00:38:49	クロム	やったね	
390	00:38:55	天然ステルス	やったね	
391	00:39:03	白雪	大傑作だもの	
392	00:39:06	カプロラクタム	楽しいでござんす	
393	00:39:11	カーマイン	かわいい	
394	00:39:16	T.のかね	コナン感	
395	00:39:17	弐号。あくじき	あ、ねえちゃんゲームの設定がFFのままだ	
396	00:39:19	ホワイトラン衛兵	かわいい	
397	00:39:21	やるてつ	テイルスのテーマもすこ	
398	00:39:25	いぶきんぐ	かわいい声だ	
399	00:39:29	お覇王ランド	かわいい	
400	00:39:30	aa aa	かわいい	
401	00:39:49	弐号。あくじき	りょうかいです	
402	00:40:37	じょんどぅ	照準からのロックオンミサイルはこのゲームだっけ？	
403	00:40:50	SARAMI	ぐるぐるたのしい	
404	00:41:03	カプロラクタム	いろんなパターンのイベントがあって飽きないところが良き	
405	00:41:08	ナウ	おいしい煮玉子	
406	00:41:30	弐号。あくじき	スになったりズになったり言い間違えちゃうテイルス	
407	00:41:39	ゆおた	酔いにくいの逆三角形に配置されたゲージ類のおかげか？	
408	00:41:41	じょんどぅ	視点がぶれないからねえ	
409	00:41:41	ホワイトラン衛兵	やったね	
410	00:41:59	なんたら	苦戦した	
411	00:42:28	カーマイン	エミーもかわいいな…	
412	00:42:33	まておりっち	テイルスとエミーかわいいなぁ	
413	00:42:34	じょんどぅ	エミーかわいい	
414	00:42:39	あかひな	曲良すぎるだろう	
415	00:42:44	弐号。あくじき	かわいい子しかいない	
416	00:43:10	じょんどぅ	照準出してぐるぐるしてロックオンミサイルだ！	
417	00:43:19	ワルダイエル扁桃林	強化アイテム集めるのがめちゃ難しかった記憶	
418	00:43:36	ホワイトラン衛兵	あっ	
419	00:43:39	いぶきんぐ	はい	
420	00:43:43	八木谷	草	
421	00:43:43	なんたら	姉ちゃん…	
422	00:43:52	ユーザ	ロックオン一気にするほど特典稼げる	
423	00:44:32	弐号。あくじき	無印アドベンチャーでソニックの後ろについてくるテイルスを２P操作するのも楽しい	
424	00:45:08	ナウ	１しかやったことないけど今回のテイルスってずっとこれに乗ってるの？	
425	00:45:08	やるてつ	イベントシーンとかの演出もサイコ	
426	00:45:10	カーマイン	テイルスの声かわいすぎない？	
427	00:46:20	ホワイトラン衛兵	ロックオンの音きもちいい	
428	00:46:45	カプロラクタム	いい感じにぶっぱなしてますね	
429	00:47:07	八木谷	爽快感が良い	
430	00:47:14	カーマイン	アクションはアドレナリン出るよね	
431	00:47:20	白雪	逃げ癖あるね姉ちゃん	
432	00:47:48	弐号。あくじき	方向性違う爽快感の両立がすごい	
433	00:48:10	いぶきんぐ	あっ	
434	00:48:14	やるてつ	あ	
435	00:49:16	白雪	(逃げ動作で踏み外すんじゃと思ってたら真逆なことになってた)	
436	00:49:28	いぶきんぐ	すーっ	
437	00:49:49	ホワイトラン衛兵	姉ちゃんの記憶が…	
438	00:49:53	ナウ	でじゃびゅ	
439	00:49:53	弐号。あくじき	体力はゼロになってないね…	
440	00:49:56	八木谷	染み付いてる…	
441	00:50:18	天然ステルス	ヨシ！	
442	00:50:33	弐号。あくじき	わかる	
443	00:50:43	白雪	PS3版は操作感がGCとだいぶ違うから落ちちゃうよね	
444	00:51:02	いぶきんぐ	警備ロボが一発で壊れるあたりエッグマンのマシンは相当硬いんだな…	
445	00:51:30	カプロラクタム	このステージ結構長いね	
446	00:51:42	弐号。あくじき	ゴールだ！	
447	00:51:56	ホワイトラン衛兵	かわいい	
448	00:52:03	カーマイン	やったね	
449	00:52:06	弐号。あくじき	やったね	
450	00:52:09	八木谷	Eね	
451	00:52:13	カーマイン	草	
452	00:52:20	じょんどぅ	やったね	
453	00:52:45	カーマイン	かわいい	
454	00:52:50	弐号。あくじき	時代を感じるって感じィ	
455	00:52:51	ほるもん	おはようございます	
456	00:52:58	いぶきんぐ	面白いけどそろそろ寝ないと…おやすみ姉ちゃん	
457	00:52:58	まておりっち	エミーかわいい	
458	00:53:19	天然ステルス	伏線	
459	00:53:20	やるてつ	会話の間がいい	
460	00:53:31	八木谷	密度がすごい	
461	00:53:31	ホワイトラン衛兵	サクサク進むね	
462	00:53:44	なんたら	草	
463	00:53:46	ホワイトラン衛兵	あっ	
464	00:53:48	八木谷	草	
465	00:53:49	弐号。あくじき	こんなにテンポ良くても子供にもストーリーわかりやすくてすごい	
466	00:53:50	味付けタマゴ	草	
467	00:53:51	カーマイン	草	
468	00:53:51	じょんどぅ	メタルハーバーも好き…まあ全部好きだけど	
469	00:54:01	真新八	草	
470	00:54:04	天然ステルス	ループ走りきれなくて落ちるのはじめて見た…	
471	00:54:09	やるてつ	Green forestいいよね・・・	
472	00:54:36	なんたら		￥100
473	00:54:46	弐号。あくじき	最初の難関ホーミングチュートリアル	
474	00:54:49	白雪	経験者らしい動き！	
475	00:54:50	じょんどぅ	ホーミングアタックうまくなっとる！	
476	00:55:22	ホワイトラン衛兵	はやい	
477	00:55:22	八木谷	すごい	
478	00:55:31	弐号。あくじき	爽快感アップ	
479	00:55:45	カプロラクタム	ブルーインパルス暴れすぎだろ	
480	00:56:12	じょんどぅ	妨害のしあい	
481	00:56:42	白雪	ファーイブファイア	
482	00:56:46	味付けタマゴ	じゃあの	
483	00:57:19	なんたら	E点	
484	00:57:21	味付けタマゴ	はい	
485	00:57:21	ホワイトラン衛兵	E点…	
486	00:57:28	真新八	Eね！	
487	00:57:29	八木谷	頑なにE	
488	00:57:31	カーマイン	むずかしい	
489	00:57:34	白雪	速さが足りない！	
490	00:57:36	天然ステルス	死ななきゃD	
491	00:57:36	じょんどぅ	このゲームのランクはかなり厳し目だから…	
492	00:57:44	弐号。あくじき	よき全部すこ	
493	00:58:07	弐号。あくじき	このセリフなっつかしい	
494	00:58:39	じょんどぅ	ホーミングは基本相殺してくるぞ	
495	00:59:29	カプロラクタム	あと出しで勝負👍	
496	00:59:42	ホワイトラン衛兵	やったね	
497	00:59:48	カーマイン	やったね	
498	00:59:52	白雪	画面左に注目！！！	
499	00:59:54	なんたら	森ステージ	
500	00:59:55	じょんどぅ	やったね	
501	00:59:58	弐号。あくじき	やったね	
502	00:59:58	やるてつ	このシーンすこ	
503	01:00:31	白雪	PS3だと画面左で止まっちゃうシャドウさん	
504	01:00:51	カプロラクタム	いいゾ～これ	
505	01:01:13	なんたら	蔦でシャーってできるんだ	
506	01:02:10	真新八	残機が…	
507	01:02:13	味付けタマゴ	はい	
508	01:02:14	八木谷	あっ	
509	01:02:17	弐号。あくじき	むずうい	
510	01:02:19	なんたら	ああ…	
511	01:02:19	天然ステルス	RIP	
512	01:02:27	ホワイトラン衛兵	むずかしい…	
