行番号	投稿時間	投稿者	メッセージ	スパチャ
0	00:00:00	リフェ	レッツラ陰キャ	
1	00:00:00	クロム	おいしい煮玉子	
2	00:00:00	まておりっち	おいしい煮玉子	
3	00:00:00	キタカシ	おいしいにたまご	
4	00:00:00	にけい	レッツラ陰キャ	
5	00:00:00	T.のかね	おいしい煮玉子	
6	00:00:00	天然ステルス	おいしい煮玉子	
7	00:00:00	タケノコ男	レッツラ陰キャ	
8	00:00:00	なんたら	レッツラ陰キャガ	
9	00:00:00	近藤亮	おいしい煮玉子	
10	00:00:00	あまいさい	おいしい煮玉子	
11	00:00:00	ジョナサン・グレーン	レッツラ陰キャ	
12	00:00:00	꧁꧂クゥの部屋꧁꧂	ちょいまち	
13	00:00:00	T.のかね	ちょいまつ	
14	00:00:00	ジョナサン・グレーン	まつ	
15	00:00:00	biki koto	わたしまーつーわ.	
16	00:00:00	にけい	まてる	
17	00:00:00	バーチャルYouTuberガニメデちゃんねる	いつまでもまーつーわ	
18	00:00:00	なんたら	まつわ	
19	00:00:00	꧁꧂クゥの部屋꧁꧂	ちょい町隆史	
20	00:00:00	T.のかね	？	
21	00:00:00	さんぽーる祐三	?	
22	00:00:00	mori mori	kusa	
23	00:00:00	スモーク	ポイズン	
24	00:00:00	no on	？	
25	00:00:00	バーチャルYouTuberガニメデちゃんねる	？？	
26	00:00:00	eve 8848	？	
27	00:00:00	リフェ	？	
28	00:00:00	タケノコ男	？	
29	00:00:00	むらさきあんこ	言いたいことも言えないこんな世の中じゃ	
30	00:00:00	近藤亮	？	
31	00:00:00	꧁꧂クゥの部屋꧁꧂	ちょい町隆史という意味です	
32	00:00:00	はまちハウマッチ	?	
33	00:00:00	らうらう	待つ嶋菜々子	
34	00:00:00	にけい	？？	
35	00:00:00	T.のかね	草	
36	00:00:00	さんぽーる祐三	完全に理解した	
37	00:00:00	なんたら	ちょい松たか子	
38	00:00:00	no on	かなり大爆笑	
39	00:00:00	近藤亮	解説ありがとう	
40	00:00:00	はまちハウマッチ	うまい	
41	00:00:00	タケノコ男	はい	
42	00:00:00	motiyomogi	なるほど	
43	00:00:00	バーチャルYouTuberガニメデちゃんねる	さす姉	
44	00:00:00	リフェ	理解した	
45	00:00:00	eve 8848	なるほどね	
46	00:00:00	ジョナサン・グレーン	なるほどね	
47	00:00:00	あまいさい	なるほど	
48	00:00:00	D W	？	
49	00:00:00	にけい	聡明	
50	00:00:11	キタカシ	おいしいにたまご	
51	00:00:13	no on	おみず	
52	00:00:16	さんぽーる祐三	おいしい煮玉子	
53	00:00:18	biki koto	おいしい煮玉子	
54	00:00:19	motiyomogi	おいしい煮玉子	
55	00:00:22	むらさきあんこ	おいしい煮玉子	
56	00:00:26	近藤亮	おいしい煮玉子	
57	00:00:28	あまいさい	おいしい煮玉子	
58	00:00:30	リフェ	おいしい煮玉子	
59	00:00:30	バーチャルYouTuberガニメデちゃんねる	おいしい煮玉子	
60	00:00:30	タケノコ男	おいしい煮玉子	
61	00:00:32	ひとーん	おいしい煮玉子	
62	00:00:33	no on	おいしい煮玉子	
63	00:00:33	カギアカギ	おいしい煮玉子	
64	00:00:34	天然ステルス	おいしい煮玉子	
65	00:00:38	ねこくーる	こんばんは煮玉子	
66	00:00:41	にけい	おいしい煮玉子	
67	00:00:42	らうらう	おいしい煮玉子	
68	00:00:42	eve 8848	おいしい煮玉子	
69	00:00:42	なんたら	おいしい煮玉子	
70	00:00:48	T.のかね	おいしい煮玉子	
71	00:00:51	mori mori	ピカチュウ（イーブイ）	
72	00:00:53	motiyomogi	かわいい	
73	00:00:57	天然ステルス	DXのオリマーみたいなやつか	
74	00:00:59	no on	胸元が！	
75	00:00:59	タケノコ男	かわいい	
76	00:01:02	近藤亮	相棒(イーブイ)	
77	00:01:03	バーチャルYouTuberガニメデちゃんねる	相棒！	
78	00:01:03	さんぽーる祐三	全クリしたのに今更感が	
79	00:01:08	らうらう	かわいい	
80	00:01:11	biki koto	ﾖｲｯｼｮ	
81	00:01:11	こみこ	おいしい煮玉子	
82	00:01:12	ジョナサン・グレーン	むっ！	
83	00:01:15	なにここ	美味しい煮玉子	
84	00:01:18	近藤亮	かわいい	
85	00:01:19	あい	おいしい煮玉子	
86	00:01:26	sio3go	おいしい煮玉子	
87	00:01:30	ジョナサン・グレーン	おいしい煮玉子	
88	00:01:30	キタカシ	晩御飯食べた？	
89	00:01:30	キューだえもん	おいしい激辛カレー	
90	00:01:32	ジャック・オー	おいしい煮玉子	
91	00:01:33	Eトマト	実質レッツゴーピカチュウ	
92	00:01:35	尾花	おいしい煮玉子	
93	00:01:37	ナウ	おいしい煮玉子	
94	00:01:46	aarar scsrt	おいしいにたまご	
95	00:01:48	らうらう	なにたべたの	
96	00:01:50	りあすて	おいしいみかん	
